"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Модель;"Characteristics:Операционная система";"Characteristics:Материал корпуса";"Characteristics:Количество SIM-карт";"Characteristics:Тип экрана";Characteristics:Диагональ;"Characteristics:Размер изображения";"Characteristics:Число пикселей на дюйм (PPI)";"Characteristics:Соотношение сторон";"Characteristics:Тыловая камера";"Characteristics:Тип корпуса";"Characteristics:Тип дисплея";Characteristics:Яркость;Characteristics:Звук;"Characteristics:Макс. время работы";"Characteristics:Класс водонепроницаемости";"Characteristics:Материал ремешка";Characteristics:Вид;Characteristics:Тип;"Characteristics:Количество микрофонов";"Characteristics:Вес наушника";"Characteristics:Голосовой набор";"Characteristics:Ответить/закончить разговор";"Characteristics:Время работы";Characteristics:Материал;"Characteristics:Активное шумоподавление";Characteristics:Особенности;"Characteristics:Комплект поставки";Characteristics:Спецификации;"Characteristics:Системные требования";Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;"Characteristics:Число пикселей на дюйм";Characteristics:Bluetooth;"Characteristics:Встроенные динамики";"Characteristics:Технология дисплея";"Characteristics:Full HD";Characteristics:Частота;"Characteristics:Количество ядер";"Characteristics:Объем видеопамяти";"Characteristics:Количество Thunderbolt 3 (USB-C)";"Characteristics:Количество USB 3.0";Weight;Length;Width;Height
783789577081;;0011;;;"Apple iPhone SE, 64 ГБ, Белый, Америка- Белый- 64- Америка";;;;36990.00;123;;"Цвет:Белый;Объем памяти:64;Регион поставки:Америка";;6k70IrOYvAGGIfEejstk;590800840941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
503366951051;;;;"iPhone SE";"Apple iPhone SE, 128 ГБ, Белый, Америка";;;https://static.tildacdn.com/tild3537-3633-4061-a134-393164383837/apple_iphone_se_whit.jpeg;;;;;;1s2PXyNK2UTIRDsylLYX;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
850182766681;;0007;;;"Apple iPhone SE, 128 ГБ, Белый, Америка- Белый- 128- Америка";;;;39490.00;123;;"Цвет:Белый;Объем памяти:128;Регион поставки:Америка";;3jterD0vBc9bPhx6AsNR;503366951051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
702687827921;;;;"iPhone SE";"Apple iPhone SE, 256 ГБ, Белый, Америка";;;https://static.tildacdn.com/tild3537-3633-4061-a134-393164383837/apple_iphone_se_whit.jpeg;;;;;;LJa0rGbET8UlR1c0NlUN;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
951230381211;;0014;;;"Apple iPhone SE, 256 ГБ, Белый, Америка- Белый- 256- Америка";;;;;123;;"Цвет:Белый;Объем памяти:256;Регион поставки:Америка";;vjTIoHgnzdagL8zD6giY;702687827921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
628464091061;;;;"iPhone SE";"Apple iPhone SE, 64 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;;;;;;a2vnY1nzJ4uyEyntG8HT;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
424404264641;;0012;;;"Apple iPhone SE, 64 ГБ, Черный, Ростест- Черный- 64- Ростест";;;;;10;;"Цвет:Черный;Объем памяти:64;Регион поставки:Ростест";;edzlz0sY71EzrD3CrDxi;628464091061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
389193071191;;;;"iPhone SE";"Apple iPhone SE, 128 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;;;;;;vzIbpByAPFO9U0OLhOMb;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
636630215371;;0018;;;"Apple iPhone SE, 128 ГБ, Черный, Ростест / 64- Черный- 64- Ростест";;;;41990.00;123;;"Цвет:Черный;Объем памяти:64;Регион поставки:Ростест";;mKf72UuO2IpR4jaZTPfv;389193071191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
526978298671;;;;"iPhone SE";"Apple iPhone SE, 256 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;;;;;;PY8j7DsKM8rsUOJkubu1;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
785748195791;;0015;;;"Apple iPhone SE, 256 ГБ, Черный, Ростест- Черный- 256- Ростест";;;;49990.00;123;;"Цвет:Черный;Объем памяти:256;Регион поставки:Ростест";;DJVg8bkdLpraAEefrPFy;526978298671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
255520523281;;;;"iPhone SE";"Apple iPhone SE, 64 ГБ, Черный, Америка";;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;;;;;;HSTVpzEVdpGJHO4aSohG;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
653382598801;;0021;;;"Apple iPhone SE, 64 ГБ, Черный, Америка- Черный- 64- Америка";;;;37490.00;123;;"Цвет:Черный;Объем памяти:64;Регион поставки:Америка";;JBHRLBOmkRY2zPc3LIRM;255520523281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
434737199301;;;;"iPhone SE";"Apple iPhone SE, 128 ГБ, Черный, Америка";;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;;;;;;VF05rKXvdhrRpoCXlxYo;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
111284559761;;0006;;;"Apple iPhone SE, 128 ГБ, Черный, Америка- Черный- 128- Америка";;;;39490.00;123;;"Цвет:Черный;Объем памяти:128;Регион поставки:Америка";;5n4lFPsebHzHgX1IU6h2;434737199301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
758343997081;;;;"iPhone SE";"Apple iPhone SE, 256 ГБ, Черный, Америка";;;https://static.tildacdn.com/tild6261-3830-4536-b466-663537626635/apple_iphone_se_blac.jpeg;;;;;;vafoMADxYJ3Fu1EIYER5;;"iPhone SE";"IOS 13";Алюминий;1;"IPS, сенсорный";"4,7 дюйма";2532x1170;326;;12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;67;138;7
831507816171;;0010;;;"Apple iPhone SE, 256 ГБ, Черный, Америка- Черный- 256- Америка";;;;;123;;"Цвет:Черный;Объем памяти:256;Регион поставки:Америка";;6AUodY5aJ3Hhmj4LB0Yx;758343997081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
975136891391;;;;"iPhone 11";"Apple iPhone 11, 64 ГБ, (PRODUCT)RED, Ростест";;;https://static.tildacdn.com/tild3363-3732-4163-b563-303038346631/iPhone_11_R_2.jpeg;;;;;;pH62zTlItiChv04c29m5;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
391604999351;;0043;;;"Apple iPhone 11, 64 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 64- Ростест";;;;49490.00;123;;"Цвет:Красный;Объем памяти:64;Регион поставки:Ростест";;0JaXib7hUysErokAIHMs;975136891391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
949605333671;;;;"iPhone 11";"Apple iPhone 11, 128 ГБ, (PRODUCT)RED, Ростест";;;https://static.tildacdn.com/tild3363-3732-4163-b563-303038346631/iPhone_11_R_2.jpeg;;;;;;zE20iis81rtpthOhC5Mu;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
639355196621;;0049;;;"Apple iPhone 11, 128 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 128- Ростест";;;;53990.00;123;;"Цвет:Красный;Объем памяти:128;Регион поставки:Ростест";;67R5ThmiO6gJGfe7GAs4;949605333671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
406733450961;;;;"iPhone 11";"Apple iPhone 11, 256 ГБ, (PRODUCT)RED, Ростест";;;https://static.tildacdn.com/tild3363-3732-4163-b563-303038346631/iPhone_11_R_2.jpeg;;;;;;19tU3JMcO93AKlx7cG6N;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
552542069101;;0055;;;"Apple iPhone 11, 256 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 256- Ростест";;;;;10;;"Цвет:Красный;Объем памяти:256;Регион поставки:Ростест";;66kZvJbpxkiBjYyeblES;406733450961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
999868558801;;;;"iPhone 11";"Apple iPhone 11, 64 ГБ, Желтый, Ростест";;;https://static.tildacdn.com/tild6264-6562-4331-b033-306133613033/iPhone_11_Y_2.jpeg;;;;;;koVIUokrGG1NkY0AeTjo;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
929345742501;;0044;;;"Apple iPhone 11, 64 ГБ, Желтый, Ростест- Желтый- 64- Ростест";;;;49490.00;123;;"Цвет:Желтый;Объем памяти:64;Регион поставки:Ростест";;7Ml9Gxb2vrVM10mDoTKi;999868558801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
389570591701;;;;"iPhone 11";"Apple iPhone 11, 128 ГБ, Желтый, Ростест";;;https://static.tildacdn.com/tild6264-6562-4331-b033-306133613033/iPhone_11_Y_2.jpeg;;;;;;BAYoec6b06i5r4Bm06y2;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
561974582091;;0053;;;"Apple iPhone 11, 128 ГБ, Желтый, Ростест- Желтый- 128- Ростест";;;;53990.00;123;;"Цвет:Желтый;Объем памяти:128;Регион поставки:Ростест";;32thK4GilJTgPg288AAv;389570591701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
150112285651;;;;"iPhone 11";"Apple iPhone 11, 256 ГБ, Желтый, Ростест";;;https://static.tildacdn.com/tild6264-6562-4331-b033-306133613033/iPhone_11_Y_2.jpeg;;;;;;PgETf6K2gs1XpgGErNCt;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
907254121931;;0057;;;"Apple iPhone 11, 256 ГБ, Желтый, Ростест- Желтый- 256- Ростест";;;;;10;;"Цвет:Желтый;Объем памяти:256;Регион поставки:Ростест";;9uJI4lxFcvcyBfJVS4nt;150112285651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
904847724031;;;;"iPhone 11";"Apple iPhone 11, 64 ГБ, Фиолетовый, Ростест";;;https://static.tildacdn.com/tild3963-3163-4862-b130-336435653963/iPhone_11_P_2.jpeg;;;;;;J2HJvg5zEJrtHmF8He7k;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
707843040321;;0045;;;"Apple iPhone 11, 64 ГБ, Фиолетовый, Ростест- Фиолетовый- 64- Ростест";;;;49490.00;123;;"Цвет:Фиолетовый;Объем памяти:64;Регион поставки:Ростест";;ao1ToG2zLvYhFoRCM1Fx;904847724031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
187457445441;;;;"iPhone 11";"Apple iPhone 11, 128 ГБ, Фиолетовый, Ростест";;;https://static.tildacdn.com/tild3963-3163-4862-b130-336435653963/iPhone_11_P_2.jpeg;;;;;;m9jJzyArMD3iceuvpfyt;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
491406946091;;0052;;;"Apple iPhone 11, 128 ГБ, Фиолетовый, Ростест- Фиолетовый- 128- Ростест";;;;53990.00;123;;"Цвет:Фиолетовый;Объем памяти:128;Регион поставки:Ростест";;az2kMes5kmvGtrTark6s;187457445441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
671201080701;;;;"iPhone 11";"Apple iPhone 11, 256 ГБ, Фиолетовый, Ростест";;;https://static.tildacdn.com/tild3963-3163-4862-b130-336435653963/iPhone_11_P_2.jpeg;;;;;;z7nlNckIrVDC72f29DBz;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
100744918501;;0056;;;"Apple iPhone 11, 256 ГБ, Фиолетовый, Ростест- Фиолетовый- 256- Ростест";;;;;10;;"Цвет:Фиолетовый;Объем памяти:256;Регион поставки:Ростест";;zdZDV9HrOIaV01Jz8Elv;671201080701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
316792309691;;;;"iPhone 11";"Apple iPhone 11, 64 ГБ, Зеленый, Ростест";;;https://static.tildacdn.com/tild3563-6339-4439-b833-333163373733/iPhone_11_G_2.jpeg;;;;;;1Fsx4xg9J7ap8yGlSbjD;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
656998821901;;0046;;;"Apple iPhone 11, 64 ГБ, Зеленый, Ростест- Зеленый- 64- Ростест";;;;49490.00;123;;"Цвет:Зеленый;Объем памяти:64;Регион поставки:Ростест";;ANp5395auzaSp9zvTG3U;316792309691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
214802371651;;;;"iPhone 11";"Apple iPhone 11, 128 ГБ, Зеленый, Ростест";;;https://static.tildacdn.com/tild3563-6339-4439-b833-333163373733/iPhone_11_G_2.jpeg;;;;;;cLp7R4TMpF6Vil4ioBY7;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
364722846071;;0051;;;"Apple iPhone 11, 128 ГБ, Зеленый, Ростест- Зеленый- 128- Ростест";;;;53990.00;123;;"Цвет:Зеленый;Объем памяти:128;Регион поставки:Ростест";;G2riUzHMcVIsXb3GgH00;214802371651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
745462055451;;;;"iPhone 11";"Apple iPhone 11, 256 ГБ, Зеленый, Ростест";;;https://static.tildacdn.com/tild3563-6339-4439-b833-333163373733/iPhone_11_G_2.jpeg;;;;;;m38xYKi5lAzEXckEG7c5;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
578504384251;;0058;;;"Apple iPhone 11, 256 ГБ, Зеленый, Ростест- Зеленый- 256- Ростест";;;;;10;;"Цвет:Зеленый;Объем памяти:256;Регион поставки:Ростест";;7S9oujVjHnAEvbVxL9O7;745462055451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
169203565771;;;;"iPhone 11";"Apple iPhone 11, 64 ГБ, Белый, Ростест";;;https://static.tildacdn.com/tild6438-3934-4463-a662-366463613966/iPhone_11_W_2.jpeg;;;;;;9bsNpCmcH1R1FFpbBFo7;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
351010732991;;0047;;;"Apple iPhone 11, 64 ГБ, Белый, Ростест- Белый- 64- Ростест";;;;49490.00;123;;"Цвет:Белый;Объем памяти:64;Регион поставки:Ростест";;nZ2nHpIUzs0gM5P2agKz;169203565771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
366668857141;;;;"iPhone 11";"Apple iPhone 11, 128 ГБ, Белый, Ростест";;;https://static.tildacdn.com/tild6438-3934-4463-a662-366463613966/iPhone_11_W_2.jpeg;;;;;;9a7uKuiaZzTrRu0y9eG4;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
906058891301;;0054;;;"Apple iPhone 11, 128 ГБ, Белый, Ростест- Белый- 128- Ростест";;;;53990.00;123;;"Цвет:Белый;Объем памяти:128;Регион поставки:Ростест";;blUTPvp0xdvi8xukc31h;366668857141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
578499764521;;;;"iPhone 11";"Apple iPhone 11, 256 ГБ, Белый, Ростест";;;https://static.tildacdn.com/tild6438-3934-4463-a662-366463613966/iPhone_11_W_2.jpeg;;;;;;skV7NMc7adBoxL8Bh2ey;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
518458383171;;0059;;;"Apple iPhone 11, 256 ГБ, Белый, Ростест- Белый- 256- Ростест";;;;;9;;"Цвет:Белый;Объем памяти:256;Регион поставки:Ростест";;jsMt1ComCvF80RJ8kskM;578499764521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
369446115671;;;;"iPhone 11";"Apple iPhone 11, 64 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild3361-6630-4265-a339-303664623537/iPhone_11_B_2.jpeg;;;;;;iP2JEIb1d3UmkAuoNEoS;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
849262896451;;0048;;;"Apple iPhone 11, 64 ГБ, Черный, Ростест- Черный- 64- Ростест";;;;49490.00;123;;"Цвет:Черный;Объем памяти:64;Регион поставки:Ростест";;En8oTr6NMcmMp37g6Kjb;369446115671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
213669103671;;;;"iPhone 11";"Apple iPhone 11, 128 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild3361-6630-4265-a339-303664623537/iPhone_11_B_2.jpeg;;;;;;O3pOucEhurX6XnBTrS0O;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
901348011641;;0050;;;"Apple iPhone 11, 128 ГБ, Черный, Ростест- Черный- 128- Ростест";;;;53990.00;123;;"Цвет:Черный;Объем памяти:128;Регион поставки:Ростест";;YzaNhDUIDIzu4tptd4u4;213669103671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
509087997861;;;;"iPhone 11";"Apple iPhone 11, 256 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild3361-6630-4265-a339-303664623537/iPhone_11_B_2.jpeg;;;;;;V3ZRAMOc9DJ6FaylRrId;;"iPhone 11";"IOS 13";Алюминий;1;"IPS, Liquid Retina HD, сенсорный";"6.1 дюйм";1792x828;326;19.5:9;"Двойная 12МП + 12МП";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
526691582551;;0060;;;"Apple iPhone 11, 256 ГБ, Черный, Ростест- Черный- 256- Ростест";;;;;7;;"Цвет:Черный;Объем памяти:256;Регион поставки:Ростест";;lhiUK05g4OjsUpefruCN;509087997861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
207267797611;;;;"iPhone XR";"Apple iPhone XR, 64 ГБ, (PRODUCT)RED, Ростест";;;https://static.tildacdn.com/tild6535-3364-4937-b036-653063626237/MRYM2RUA_0.jpeg;;;;;;jaRgGaE5afGeaf8DcYDH;;"iPhone XR";"IOS 12";;1;"цветной IPS, сенсорный";"6.1 дюйм";1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
168825453881;;0022;;;"Apple iPhone XR, 64 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 64- Ростест";;;;;10;;"Цвет:Красный;Объем памяти:64;Регион поставки:Ростест";;aJkzBzO1DSC1VHII5L3n;207267797611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
107624696821;;;;"iPhone XR";"Apple iPhone XR, 128 ГБ, (PRODUCT)RED, Ростест";;;https://static.tildacdn.com/tild6535-3364-4937-b036-653063626237/MRYM2RUA_0.jpeg;;;;;;XD04mmzxvNSvOLgegdYv;;"iPhone XR";"IOS 12";;1;"цветной IPS, сенсорный";"6.1 дюйм";1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
464753160171;;0027;;;"Apple iPhone XR, 128 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 128- Ростест";;;;;7;;"Цвет:Красный;Объем памяти:128;Регион поставки:Ростест";;Eo7ibcGFZ9R1Lzx7eVNA;107624696821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
899148452971;;;;"iPhone XR";"Apple iPhone XR, 64 ГБ, (PRODUCT)RED, Америка";;;https://static.tildacdn.com/tild6535-3364-4937-b036-653063626237/MRYM2RUA_0.jpeg;;;;;;rFxtZbYEiYY1ROBaCPXd;;"iPhone XR";"IOS 12";;1;"цветной IPS, сенсорный";"6.1 дюйм";1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
877060591281;;0031;;;"Apple iPhone XR, 64 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 64- Америка";;;;42990.00;123;;"Цвет:Красный;Объем памяти:64;Регион поставки:Америка";;cbUY7SjYMA2RZ0vZ72hC;899148452971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
205687156571;;;;"iPhone XR";"Apple iPhone XR, 128 ГБ, (PRODUCT)RED, Америка";;;https://static.tildacdn.com/tild6535-3364-4937-b036-653063626237/MRYM2RUA_0.jpeg;;;;;;9DscP7agypARTfZ3U79x;;"iPhone XR";"IOS 12";;1;"цветной IPS, сенсорный";"6.1 дюйм";1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
625647173531;;0037;;;"Apple iPhone XR, 128 ГБ, (PRODUCT)RED, Америка / Красный- Красный- 128- Америка";;;;46990.00;123;;"Цвет:Красный;Объем памяти:128;Регион поставки:Америка";;dvyFrMjCczy5Fof9d6gT;205687156571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
717783231991;;;;"iPhone XR";"Apple iPhone XR, 64 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild3931-3064-4338-b063-636635326630/MRYJ2RUA_0.jpeg;;;;;;aoHdOe1uMmIoyHDl9cFD;;"iPhone XR";"IOS 12";;1;"цветной IPS, сенсорный";"6.1 дюйм";1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
226785982381;;0023;;;"Apple iPhone XR, 64 ГБ, Черный, Ростест- Черный- 64- Ростест";;;;;9;;"Цвет:Черный;Объем памяти:64;Регион поставки:Ростест";;ATiUSGjzRg2MaoTTvlrd;717783231991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
633140211311;;;;"iPhone XR";"Apple iPhone XR, 128 ГБ, Черный, Ростест";;;https://static.tildacdn.com/tild3931-3064-4338-b063-636635326630/MRYJ2RUA_0.jpeg;;;;;;jC4j82TS8xpY0SxUrXAy;;"iPhone XR";"IOS 12";;1;"цветной IPS, сенсорный";"6.1 дюйм";1792x828;324;19.5:9;12МП;Классический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;75;150;8
243053278861;;0030;;;"Apple iPhone XR, 128 ГБ, Черный, Ростест- Черный- 128- Ростест";;;;;8;;"Цвет:Черный;Объем памяти:128;Регион поставки:Ростест";;U40YRlIbS3lTOzUL4AbD;633140211311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
